Label,Value,Address,Lat,Long
,,"Leif Erikson Park, 1200 E. London Rd., Duluth, MN 55802",46.797766,-92.08205212
,,"Leonia Middle School, 500 Broad Ave, Leonia, NJ 07605",40.86740362,-73.98389417
,,"Levee Park , 31 Walnut St., Winona, MN 55987",44.0535527,-91.63286405
,,"Liberty Bell Truxtun and Chester, 1415 Truxtun Ave, Bakersfield, CA 93301",35.37324276,-119.0176497
,,"Lihue Airport Entrance, 3901 Mokulele Loop, Lihue, HI 96766",21.97823139,-159.3507745
,,"Lincoln Parish Courthouse, 100 W Texas Ave, Ruston, LA 71270",32.52669821,-92.63883825
,,"Lincoln Parish Courthouse, 100 W. Texas Ave, Ruston, LA 71270",32.52669821,-92.63883825
,,"Lindley Park, 900 E. Main St, Bozeman, MT 59715",45.67934042,-111.0247385
,,"Long Beach Boardwalk, 1 National Blvd, Long Beach, NY 11561",40.58444494,-73.66700521
,,"Long Hollow Park, 1001 N. Guillemard St., Pensacola, FL 32501",30.42392386,-87.21648166
,,"Loudoun County Courthouse, Market and King Streets, Leesburg, VA 20176",39.11546036,-77.56453912
,,"Louisiana State Capitol, 900 N 3rd St, Baton Rouge, LA 70802",30.45723248,-91.1885693
,,"LUANGWA TOWN, WIPER'S FOOTBALL GROUND, LUANGWA BOMA, Zambia +260",-14.99999813,29.9999968
,,"Lutz Lake Fern Trail Head, 7020 Lutz Lake Fern Road, Odessa, FL 33556",28.15881397,-82.55950543
,,"Lykes Gaslight Park, 410 N. Franklin St., Tampa, FL 33602",27.9478437,-82.45804323
,,"Mace Blvd. Park and Ride , Mace Blvd at I80, Davis, CA 95616",38.49435697,-121.6955926
,,"Main Square Park, 3000 Highway Ave, Highland 46322, Highland, IN 46322",41.55542724,-87.45669624
,,"Malate Church, 2000 M.H. Del Pilar St., Malate, Manila 1004 Philippines, Manila, Philippines 1004",14.58864991,120.9845301
,,"Malate Church, Manila, Metro Manila, Philippines 1004",13.23843153,123.955701
,,"Malmo Konsthall, S:t Johannesgatan 7 , Malmo, Sweden 20580",55.59484747,12.9985808
,,"March begins at the Train Station and ends at Buckley Park, 479 Main Ave, Durango, CO 81301",37.26914187,-107.8821918
,,"March Starting Location, Kanawha County Board of Education, 200 Elizabeth St, Charleston, WV 25311, Charleston, WV 25311",38.33961,-81.61723785
,,"March to Founders Park, Downtown Johnson City, University Parkway/West State of Franklin, Johnson City, TN 37604",36.31441316,-82.35543123
,,"Marine Park, Falmouth, Falmouth, MA 02543",41.52744252,-70.66478357
,,"Maritime Heritage Park, 500 W. Holly Street, Bellingham, WA 98225",48.75255122,-122.4834158
,,"Market Square , 105 Marcy Street, Portsmouth, NH 03801",43.07639032,-70.752136
,,"Marquette City Commons, 112 S 3rd St., Marquette, MI 49855",46.54295102,-87.39559739
,,"Marshall Park, 1069 E McLoughlin Blvd, Vancouver, WA 98663",45.63353284,-122.6595276
,,"Marshall Park, 800 E 3rd St, Charlotte, NC 28202",35.21887947,-80.83748181
,,"Mattole Grange, 36512 Mattole Road, Petrolia, CA 95558",40.2707665,-124.2304351
,,"MAX Square, Corner of 4th and Adams Ave, La Grande , OR 97850",45.32426822,-118.0993453
,,"Medina Public Square, Public Square, Medina, OH 44256",41.13914128,-81.86261585
,,"Mellenium Park, 166 Hastings St. N., Bancroft, Canada K0L1C0",45.06455114,-77.85861933
,,"Merced Courthouse Park, W. 21st. and M Streets, Merced, CA 95340",37.3059909,-120.4825558
,,"Methow Valley Community Center, 201 S. Methow Valley Hwy (Hwy 20), Twisp, WA 98814",48.19903299,-120.1163969
,,"Minneapolis US Federal Courthouse, 300 4th Street S, Minneapolis, MN 55415",44.97776628,-93.26498045
,,"Mirror Lake Park, 654 Mirror Lake Dr N, St Petersburg, FL 33701",27.77271902,-82.64238429
,,"Modern Woodman Park, Davenport, Ia, 209 S Gaines Street, Davenport, IA 52802",41.51909974,-90.58299411
,,"Monticello High School, Route 42 in Monticello, next to the bus garage, Monticello, NY 12701",41.65305731,-74.68924985
,,"Mt. St Helens, Gifford Pinchot National Forest, NF-83, Cougar, WA 98616",46.05378165,-122.3047071
,,"Museu do Amanha, Praca Maua, 1, Rio de Janeiro, Brazil 20081-240",-22.89709648,-43.18098738
,,"Neer Park, SE Mill St, 311 2nd Avenue, New London, MN 56273",45.30013266,-94.94369879
,,"New Milford Green, Main Street, New Milford , CT 06776",41.57707036,-73.41004526
,,"New Town Hall , 101 Field Point Rd, Greenwich, CT 06830",41.02508128,-73.62970472
,,"New Town Urban Farm, 1225 Pearce Street, Jacksonville, FL 32209",30.3406956,-81.68433951
,,"Newcastle-Damariscotta Bridge, 76 Main Street Damariscotta, Newcastle, ME 04553",44.03390759,-69.5349642
,,"Niagara Square and Canalside, 1 Niagara Square, Buffalo, NY 14202",42.88590248,-78.87784665
,,"Norra Latin, Drottninggatan 71b, Stockholm, Sweden 11136",59.3364082,18.05885236
,,"NYCHA Woodside, HANAC Astoria, NYCHA Ravenswood and Jacob Riis Settlement Center in Queensbridge, 50-19 Broadway, Woodside, NY 11377, Queens, NY 11377",40.75479797,-73.91002407
,,"Oak View Park and Resource Center, 555 Mahoney Ave, Oak View, CA 93022",34.39896846,-119.3049269
,,"Oakland, 4426-4444 Bigelow Blvd, Pittsburgh, PA 15213",40.44756038,-79.95379401
,,"Occidental to Westlake Park, Occidental Park 117 S Washington St, Seattle, WA 98104, Seattle, WA 98104",47.60323981,-122.3286851
,,"Old Court House, 522 Lincoln Ave, Steamboat Springs, CO 80487",40.48474567,-106.8322359
,,"Old Palace Yard / Westminster Bridge, Abingdon Street, London, United Kingdom SW1P 3JY",51.49813837,-0.124797858
,,"Old School Furniture, 1550 6th St, Florence, OR 97439",43.97187221,-124.1041589
,,"Olso, near nature (virtual march), Forest, field, fjord, mountain, Oslo, Norway 0150",59.89241357,10.71251962
,,"Open Space Park, W. Grandview Pkwy & Garland St., Traverse City, MI 49684",44.76585208,-85.62480968
,,"Outside Fiola Mare Restaurant, 3100 K St NW, Washington, DC 20007",38.90258652,-77.0612456
,,"Pack Square, Downtown, near Vance Monument, Asheville, NC 28801",35.59736272,-82.55349243
,,"Parking lot outside Jensen Hall, 195 Russell ave, Susanville , CA 96114",40.41407157,-120.636187
,,"Part One: Port of Kalama; part two: Kalama Community Building, 110 W Marine Dr, Kalama, WA 98625, Kalama, WA 98625",46.00601663,-122.8466311
,,"Pear Blossom Park at the Commons, 312 E 4th Street, Medford, OR 97501",42.32952006,-122.8734975
,,"Ped Mall Fountain, North side of Sheraton Hotel, downtown, Iowa City, IA 52242",41.6622477,-91.54360096
,,"Peeble's Parking Lot, Main Street, Kilmarnock, VA 22482",37.72380887,-76.38822753
,,"People's Climate March (the corner of Main and Townsend), 1 N Townsend Ave, Montrose, CO 81401",38.47881063,-107.8778371
,,"People's Climate Sister March, Mission Park to Botanical Gardens, Ventura, CA 93003",34.26422188,-119.2101606
,,"Pequannock Municipal Bldg., Newark-Pompton Turnpike, Pompton Plains, NJ 07444",40.96525349,-74.29533989
,,"Peratrovich Park/Old City Hall Park, 500 W 4th Ave., Anchorage, AK 99501",61.21852178,-149.8919596
,,"Philadelphia City Hall, 10 S 15th St, Philadelphia, PA 19102",39.95254795,-75.16525719
,,"Pittsburg City Hall, 65 Civic Ave, Pittsburg, CA 94565",38.0212736,-121.8911856
,,"Place des Arts, 175 St Catherine St, Montreal, Canada H2X 1Y9",45.50761118,-73.56577423
,,"Plaza de la republica, De La Republica 31, Tabacalera, Ciudad de Mexico, CDMX, Mexico, Mexico 06030",19.43526531,-99.15370231
,,"Plaza Nueva, Calle Barcelona, Sevilla, Spain 41001",37.38800486,-5.995515117
,,"Port Angeles City Pier, 321 N. Lincoln St., Port Angeles, WA 98362",48.1196417,-123.4304163
,,"Praterstern, Praterstern 5, Vienna, Austria 1020",48.21740704,16.39296676
,,"Provincetown, Johnson St., Provincetown, MA 02657",42.0542558,-70.18451153
,,"Public sidewalks, 1702 W. Lacey Blvd., Hanford, CA 93230",36.32815754,-119.6732402
,,"Public Square - 7th Street Park, 700 Warren Street, Hudson, NY 12534",42.24726554,-73.7833576
,,"Pueblo County Courthouse , 215 W. 10th Street, Pueblo, CO 81001",38.27620732,-104.6089842
,,"Pyha Ski Resort, Kultakeronkatu 21, Pyhatunturi, Finland 98530",67.02230908,27.24223553
,,"Ream Wilson Trail, 1501 N Belcher Rd, Clearwater, FL 33765",27.9800817,-82.74620995
,,"Renaissance Park Plaza Fountain, Main St & Mamaroneck Ave, White Plains, NY 10601",41.03258025,-73.76669652
,,"Rhode Island State House (Northside), 82 Smith Street, Providence , RI 02903",41.83153097,-71.41295341
,,"Rhododendron Parade, California St, between 7th and Washington St, Eureka, CA 95501",40.79807156,-124.166218
,,"Riverview Park, 600 US Hwy 1, Sebastian, FL 32968",27.80813671,-80.46584871
,,"Roadhouse BBQ, 942/1 Rama IV Road, Surawong, Bangkok, Thailand 10500",13.72702006,100.5241919
,,"Rockport Climate March, Dock Square, Rockport, MA 01966",42.65862715,-70.61716987
,,"Rosa Parks Circle, 135 Monroe Center St NW, Grand Rapids, MI 49503",42.96564863,-85.67118676
,,"Roseland Plaza, 675 Sebastopol Road (by Dollar Tree), Santa Rosa, CA 95407",38.42250156,-122.743328
,,"Rosemont Community Center, 4872 Rose Bay Drive, Orlando, FL 32808",28.60055827,-81.43935761
,,"Rowley Common, Main Street, Rowley, MA 01969",42.72711939,-70.86484433
,,"Sag Harbor, Long Wharf, Sag Harbor , NY 11963",41.00316246,-72.2956572
